checked_at,party_id,channel_id,status,followers,precision,locale,channel_name,http_status,kind,source,source_url
2025-11-01T12:26:37Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,6900,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20251101122637/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2025-11-02T01:38:23Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,7300,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20251102013823/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2025-11-04T15:40:49Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,58000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20251104154049/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-11-05T05:00:02Z,es-md-mas-madrid,0029VaDmwImInlqH6qWYq00w,ok,1000,rounded,,Más Madrid,200,channel,archive,https://web.archive.org/web/20251105050002/https://www.whatsapp.com/channel/0029VaDmwImInlqH6qWYq00w
2025-11-07T21:08:05Z,es-vc-mes-compromis,0029Va8cu6I17En2HY58S90J,ok,2300,rounded,,Compromís,200,channel,archive,https://web.archive.org/web/20251107210805/https://www.whatsapp.com/channel/0029Va8cu6I17En2HY58S90J
2025-11-08T07:15:43Z,it-e,0029VaazaCd0wajweqtOWT0d,ok,233,exact,,'+Europa,200,channel,archive,https://web.archive.org/web/20251108071543/https://www.whatsapp.com/channel/0029VaazaCd0wajweqtOWT0d
2025-11-08T18:32:50Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,10000,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20251108183250/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2025-11-09T01:50:15Z,es-cm-albacete-pce-albacete,0029VaQQ7e1Fsn0j3Kxv4w0H,ok,46,exact,,PCE Albacete Provincial,200,channel,archive,https://web.archive.org/web/20251109015015/https://www.whatsapp.com/channel/0029VaQQ7e1Fsn0j3Kxv4w0H
2025-11-09T22:33:19Z,de-fdp,0029VaFlergKmCPOtXP4aM1k,ok,7400,rounded,,FDP,200,channel,archive,https://web.archive.org/web/20251109223319/https://www.whatsapp.com/channel/0029VaFlergKmCPOtXP4aM1k
2025-11-09T22:53:11Z,fr-ps,0029VaDvUzm9cDDdqPbhmj19,ok,9000,rounded,,Parti socialiste,200,channel,archive,https://web.archive.org/web/20251109225311/https://www.whatsapp.com/channel/0029VaDvUzm9cDDdqPbhmj19
2025-11-11T07:46:17Z,at-6-fpo-kunasek,0029VacXqzMDDmFaXM5Pza1k,ok,1900,rounded,,Mario Kunasek,200,channel,archive,https://web.archive.org/web/20251111074617/https://www.whatsapp.com/channel/0029VacXqzMDDmFaXM5Pza1k
2025-11-13T12:59:46Z,fr-ps,0029VaDvUzm9cDDdqPbhmj19,ok,9100,rounded,,Parti socialiste,200,channel,archive,https://web.archive.org/web/20251113125946/https://www.whatsapp.com/channel/0029VaDvUzm9cDDdqPbhmj19
2025-11-14T13:08:30Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,11000,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20251114130830/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2025-11-15T18:56:41Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,58000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20251115185641/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-11-15T22:22:09Z,pt-ch,0029VaD2DqD3QxS133VKTQ2z,ok,12000,rounded,,André Ventura,200,channel,archive,https://web.archive.org/web/20251115222209/https://www.whatsapp.com/channel/0029VaD2DqD3QxS133VKTQ2z
2025-11-16T06:47:41Z,at-grune,0029VagPEHPCnA7uajcDvi2u,ok,1200,rounded,,Team fürs Klima,200,channel,archive,https://web.archive.org/web/20251116064741/https://www.whatsapp.com/channel/0029VagPEHPCnA7uajcDvi2u
2025-11-17T21:47:11Z,nl-sgp,0029VaDLxdM7z4kfdsHvfS2K,ok,4900,rounded,,SGP,200,channel,archive,https://web.archive.org/web/20251117214711/https://www.whatsapp.com/channel/0029VaDLxdM7z4kfdsHvfS2K
2025-11-18T12:49:18Z,de-cdu,0029VaHl2dj6mYPGKPOnK636,ok,20000,rounded,,CDU Deutschlands,200,channel,archive,https://web.archive.org/web/20251118124918/https://www.whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636
2025-11-27T17:50:28Z,de-ni-cdu-landesverband,0029VaNnGe929755vyAwN81C,ok,2900,rounded,,CDU-Politik für Niedersachsen,200,channel,archive,https://web.archive.org/web/20251127175028/https://www.whatsapp.com/channel/0029VaNnGe929755vyAwN81C
2025-11-29T09:27:09Z,de-cdu,0029VaHl2dj6mYPGKPOnK636,ok,20000,rounded,,CDU Deutschlands,200,channel,archive,https://web.archive.org/web/20251129092709/https://www.whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636
