checked_at,party_id,channel_id,status,followers,precision,locale,channel_name,http_status,kind,source,source_url
2025-05-09T15:00:44Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,60000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20250509150044/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-05-14T11:14:47Z,es-vc-mes-compromis,0029Va8cu6I17En2HY58S90J,ok,2200,rounded,,Compromís,200,channel,archive,https://web.archive.org/web/20250514111447/https://www.whatsapp.com/channel/0029Va8cu6I17En2HY58S90J
2025-05-15T07:15:44Z,it-e,0029VaazaCd0wajweqtOWT0d,ok,243,exact,,'+Europa,200,channel,archive,https://web.archive.org/web/20250515071544/https://www.whatsapp.com/channel/0029VaazaCd0wajweqtOWT0d
2025-05-17T11:28:13Z,pt-be,0029VaHrLkJEAKW5iusblX1K,ok,2500,rounded,,Bloco de Esquerda,200,channel,archive,https://web.archive.org/web/20250517112813/https://www.whatsapp.com/channel/0029VaHrLkJEAKW5iusblX1K
2025-05-18T00:41:49Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,61000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20250518004149/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-05-20T10:30:15Z,de-ni-cdu,0029VaaE9wmCHDyfdJwcmR08,ok,152,exact,,CDU-Stadtverband Friesoythe,200,channel,archive,https://web.archive.org/web/20250520103015/https://www.whatsapp.com/channel/0029VaaE9wmCHDyfdJwcmR08
2025-05-20T12:41:47Z,de-bb-grune,0029VauE700AInPjDfFFPT0j,ok,62,exact,,GRÜNE Oder-Spree,200,channel,archive,https://web.archive.org/web/20250520124147/https://www.whatsapp.com/channel/0029VauE700AInPjDfFFPT0j
2025-05-20T18:54:21Z,es-pv-eaj-pnv,0029Va8Vp1T2UPBGAcxMBz32,ok,5800,rounded,,EAJ-PNV,200,channel,archive,https://web.archive.org/web/20250520185421/https://www.whatsapp.com/channel/0029Va8Vp1T2UPBGAcxMBz32
2025-05-20T19:03:58Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,2700,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20250520190358/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2025-05-22T02:54:14Z,pt-cdu,0029Va7ceYdAjPXEILlfID1X,ok,2000,rounded,,PCP - Partido Comunista Português,200,channel,archive,https://web.archive.org/web/20250522025414/https://www.whatsapp.com/channel/0029Va7ceYdAjPXEILlfID1X
2025-05-22T09:54:13Z,nl-sgp,0029VaDLxdM7z4kfdsHvfS2K,ok,1200,rounded,,SGP,200,channel,archive,https://web.archive.org/web/20250522095413/https://www.whatsapp.com/channel/0029VaDLxdM7z4kfdsHvfS2K
2025-05-22T10:52:23Z,at-3-wieselburg-ovp-wieselburg,0029Vb29eQqKbYMSzsLS492I,ok,44,exact,,Volkspartei Wieselburg,200,channel,archive,https://web.archive.org/web/20250522105223/https://www.whatsapp.com/channel/0029Vb29eQqKbYMSzsLS492I
2025-05-24T12:55:26Z,fr-ps,0029VaDvUzm9cDDdqPbhmj19,ok,6100,rounded,,Parti socialiste,200,channel,archive,https://web.archive.org/web/20250524125526/https://www.whatsapp.com/channel/0029VaDvUzm9cDDdqPbhmj19
2025-05-24T23:06:40Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,61000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20250524230640/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-05-26T18:12:07Z,es-vox,0029VaDCD1UJJhzPmDOnRy2E,ok,11000,rounded,,VOX España,200,channel,archive,https://web.archive.org/web/20250526181207/https://www.whatsapp.com/channel/0029VaDCD1UJJhzPmDOnRy2E
2025-05-27T14:52:36Z,es-pp,0029VaCtnXdJuyABqpryQc3T,ok,4300,rounded,,Partido Popular,200,channel,archive,https://web.archive.org/web/20250527145236/https://www.whatsapp.com/channel/0029VaCtnXdJuyABqpryQc3T
2025-05-29T11:25:35Z,de-ni-cdu-landesverband,0029VaNnGe929755vyAwN81C,ok,2900,rounded,,CDU-Politik für Niedersachsen,200,channel,archive,https://web.archive.org/web/20250529112535/https://www.whatsapp.com/channel/0029VaNnGe929755vyAwN81C
