checked_at,party_id,channel_id,status,followers,precision,locale,channel_name,http_status,kind,source,source_url
2026-07-01T04:25:09Z,at-6-fpo-kunasek,0029VacXqzMDDmFaXM5Pza1k,ok,2300,rounded,,Mario Kunasek,200,channel,archive,https://web.archive.org/web/20260701042509/https://www.whatsapp.com/channel/0029VacXqzMDDmFaXM5Pza1k
2026-07-01T05:41:10Z,at-grune,0029VagPEHPCnA7uajcDvi2u,ok,1300,rounded,,Team fürs Klima,200,channel,archive,https://web.archive.org/web/20260701054110/https://www.whatsapp.com/channel/0029VagPEHPCnA7uajcDvi2u
2026-07-01T05:56:44Z,at-spo,0029VaCBWZyAe5Vqthvl7Q1M,ok,12000,rounded,,SPÖ,200,channel,archive,https://web.archive.org/web/20260701055644/https://www.whatsapp.com/channel/0029VaCBWZyAe5Vqthvl7Q1M
2026-07-09T08:52:21Z,de-by-grune,0029VaDv0VS0lwgvnH7i8r0z,ok,3847,exact,,Grünes Bayern,200,channel,archive,https://web.archive.org/web/20260709085221/https://www.whatsapp.com/channel/0029VaDv0VS0lwgvnH7i8r0z
2026-07-18T20:41:40Z,de-cdu,0029VaHl2dj6mYPGKPOnK636,ok,20000,rounded,,CDU Deutschlands,200,channel,archive,https://web.archive.org/web/20260718204140/https://www.whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636
