checked_at,party_id,channel_id,status,followers,precision,locale,channel_name,http_status,kind,source,source_url
2025-12-05T08:24:21Z,it-e,0029VaazaCd0wajweqtOWT0d,ok,231,exact,,'+Europa,200,channel,archive,https://web.archive.org/web/20251205082421/https://www.whatsapp.com/channel/0029VaazaCd0wajweqtOWT0d
2025-12-05T19:12:53Z,de-grune,0029VadW99X2kNFogn540h07,ok,28000,rounded,,BÜNDNIS 90/DIE GRÜNEN,200,channel,archive,https://web.archive.org/web/20251205191253/https://www.whatsapp.com/channel/0029VadW99X2kNFogn540h07
2025-12-05T20:54:59Z,pt-ch,0029VaD2DqD3QxS133VKTQ2z,ok,12000,rounded,,André Ventura,200,channel,archive,https://web.archive.org/web/20251205205459/https://www.whatsapp.com/channel/0029VaD2DqD3QxS133VKTQ2z
2025-12-06T02:26:28Z,de-cdu,0029VaHl2dj6mYPGKPOnK636,ok,20000,rounded,,CDU Deutschlands,200,channel,archive,https://web.archive.org/web/20251206022628/https://www.whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636
2025-12-06T04:04:09Z,de-st-grune,0029VakBvxx0Vyc7cCq2sM1A,ok,1500,rounded,,DIE GRÜNEN Sachsen-Anhalt,200,channel,archive,https://web.archive.org/web/20251206040409/https://www.whatsapp.com/channel/0029VakBvxx0Vyc7cCq2sM1A
2025-12-09T02:43:01Z,nl-christenunie,0029VaPnmvj0gcfQd0YkS200,ok,1700,rounded,,ChristenUnie,200,channel,archive,https://web.archive.org/web/20251209024301/https://www.whatsapp.com/channel/0029VaPnmvj0gcfQd0YkS200
2025-12-09T17:44:16Z,it-iv,0029VaCOS6XAjPXLhdgcZR2f,ok,36000,rounded,,Matteo Renzi,200,channel,archive,https://web.archive.org/web/20251209174416/https://www.whatsapp.com/channel/0029VaCOS6XAjPXLhdgcZR2f
2025-12-10T20:18:38Z,de-cdu,0029VaHl2dj6mYPGKPOnK636,ok,20000,rounded,,CDU Deutschlands,200,channel,archive,https://web.archive.org/web/20251210201838/https://www.whatsapp.com/channel/0029VaHl2dj6mYPGKPOnK636
2025-12-11T02:39:12Z,es-vc-mes-compromis,0029Va8cu6I17En2HY58S90J,ok,2300,rounded,,Compromís,200,channel,archive,https://web.archive.org/web/20251211023912/https://www.whatsapp.com/channel/0029Va8cu6I17En2HY58S90J
2025-12-11T08:40:16Z,de-bb-grune,0029VauE700AInPjDfFFPT0j,ok,73,exact,,GRÜNE Oder-Spree,200,channel,archive,https://web.archive.org/web/20251211084016/https://www.whatsapp.com/channel/0029VauE700AInPjDfFFPT0j
2025-12-11T20:47:33Z,de-nw-cdu,0029VamylMu11ulWqPBc5S3T,ok,80,exact,,CDU Rüthen,200,channel,archive,https://web.archive.org/web/20251211204733/https://www.whatsapp.com/channel/0029VamylMu11ulWqPBc5S3T
2025-12-12T21:16:53Z,de-grune,0029VadW99X2kNFogn540h07,ok,28000,rounded,,BÜNDNIS 90/DIE GRÜNEN,200,channel,archive,https://web.archive.org/web/20251212211653/https://www.whatsapp.com/channel/0029VadW99X2kNFogn540h07
2025-12-13T01:55:28Z,de-be-berlin-grune-marzahn-hellersdorf,0029VaxyPKoFi8xV3B1jXA2B,ok,48,exact,,GRÜNE Marzahn-Hellersdorf,200,channel,archive,https://web.archive.org/web/20251213015528/https://www.whatsapp.com/channel/0029VaxyPKoFi8xV3B1jXA2B
2025-12-13T22:06:15Z,at-6-fpo-kunasek,0029VacXqzMDDmFaXM5Pza1k,ok,2100,rounded,,Mario Kunasek,200,channel,archive,https://web.archive.org/web/20251213220615/https://www.whatsapp.com/channel/0029VacXqzMDDmFaXM5Pza1k
2025-12-14T01:42:22Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,57000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20251214014222/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-12-15T13:53:34Z,es-pv-eaj-pnv,0029Va8Vp1T2UPBGAcxMBz32,ok,5800,rounded,,EAJ-PNV,200,channel,archive,https://web.archive.org/web/20251215135334/https://www.whatsapp.com/channel/0029Va8Vp1T2UPBGAcxMBz32
2025-12-15T17:04:43Z,es-pv-eh-bildu,0029VaETvrgKLaHr4JYmrl3V,ok,3000,rounded,,EH Bildu,200,channel,archive,https://web.archive.org/web/20251215170443/https://www.whatsapp.com/channel/0029VaETvrgKLaHr4JYmrl3V
2025-12-18T09:50:29Z,de-linke,0029VaaFcBp8aKvCtcymPg1S,ok,57000,rounded,,Die Linke,200,channel,archive,https://web.archive.org/web/20251218095029/https://www.whatsapp.com/channel/0029VaaFcBp8aKvCtcymPg1S
2025-12-20T09:58:21Z,es-ct-erc,0029VaEe6Y6FCCoOpegXkQ3h,ok,4300,rounded,,Esquerra Republicana,200,channel,archive,https://web.archive.org/web/20251220095821/https://www.whatsapp.com/channel/0029VaEe6Y6FCCoOpegXkQ3h
2025-12-21T01:39:21Z,es-ct-erc,0029VaEe6Y6FCCoOpegXkQ3h,ok,4300,rounded,,Esquerra Republicana,200,channel,archive,https://web.archive.org/web/20251221013921/https://www.whatsapp.com/channel/0029VaEe6Y6FCCoOpegXkQ3h
2025-12-28T13:53:54Z,it-ancora-italia,0029VaAwLQR96H4Uhpzpvw1e,ok,63,exact,,ANCORA ITALIA UFFICIALE,200,channel,archive,https://web.archive.org/web/20251228135354/https://www.whatsapp.com/channel/0029VaAwLQR96H4Uhpzpvw1e
